E	N	D	T	Resistivity	S
811178	2195207	34	27.63	0.2264	26469.89462
811178	2195207	36	27.62	0.2264	26475.72527
811178	2195207	38	27.61	0.22521	26640.62414
811178	2195207	40	27.6	0.22521	26646.49499
811178	2195207	42	27.59	0.22521	26652.36843
811178	2195207	44	27.58	0.22521	26658.24446
811178	2195207	46	27.57	0.22749	26360.65052
811178	2195207	48	27.56	0.22749	26366.4648
811178	2195207	50	27.55	0.22749	26372.28164
811178	2195207	52	27.54	0.22749	26378.10105
811178	2195207	54	27.53	0.22749	26383.92303
811178	2195207	56	27.52	0.23489	25447.0394
811178	2195207	58	27.51	0.23489	25452.65836
811178	2195207	60	27.5	0.23489	25458.27981
811178	2195207	62	27.49	0.23489	25463.90374
811178	2195207	64	27.48	0.23489	25469.53015
811178	2195207	66	27.47	0.25161	23560.3239
811178	2195207	68	27.46	0.25161	23565.53201
811178	2195207	70	27.45	0.25161	23570.74242
811178	2195207	72	27.44	0.25161	23575.95513
811178	2195207	74	27.43	0.28825	20205.65025
811178	2195207	76	27.42	0.28825	20210.12075
811178	2195207	78	27.41	0.28825	20214.59322
811178	2195207	80	27.4	0.28825	20219.06768
811178	2195207	82	27.39	0.28825	20223.54411
811178	2195207	84	27.38	0.38331	14631.65292
811178	2195207	86	27.37	0.38331	14634.89376
811178	2195207	88	27.36	0.38331	14638.13603
811178	2195207	90	27.35	0.38331	14641.37974
811176	2195205	2	27.79	0.31472	18141.37315
811176	2195205	4	27.78	0.31472	18145.3552
811176	2195205	6	27.77	0.31472	18149.33901
811176	2195205	8	27.76	0.31472	18153.32457
811176	2195205	10	27.75	0.22836	26142.78814
811176	2195205	12	27.74	0.22836	26148.53157
811176	2195205	14	27.73	0.22836	26154.27752
811176	2195205	16	27.72	0.22836	26160.02599
811176	2195205	18	27.71	0.22836	26165.77699
811176	2195205	20	27.7	0.2255	26549.05052
811176	2195205	22	27.69	0.2255	26554.88961
811176	2195205	24	27.68	0.2255	26560.73127
811176	2195205	26	27.67	0.2255	26566.5755
811176	2195205	28	27.66	0.2264	26452.41804
811176	2195205	30	27.65	0.2264	26458.241
811176	2195205	32	27.64	0.2264	26464.06653
811176	2195205	34	27.63	0.2264	26469.89462
811176	2195205	36	27.62	0.2264	26475.72527
811176	2195205	38	27.61	0.22521	26640.62414
811176	2195205	40	27.6	0.22521	26646.49499
811176	2195205	42	27.59	0.22521	26652.36843
811176	2195205	44	27.58	0.22521	26658.24446
811176	2195205	46	27.57	0.22749	26360.65052
811176	2195205	48	27.56	0.22749	26366.4648
811176	2195205	50	27.55	0.22749	26372.28164
811176	2195205	52	27.54	0.22749	26378.10105
811176	2195205	54	27.53	0.22749	26383.92303
811176	2195205	56	27.52	0.23489	25447.0394
811176	2195205	58	27.51	0.23489	25452.65836
811176	2195205	60	27.5	0.23489	25458.27981
811176	2195205	62	27.49	0.23489	25463.90374
811176	2195205	64	27.48	0.23489	25469.53015
811176	2195205	66	27.47	0.25161	23560.3239
811176	2195205	68	27.46	0.25161	23565.53201
811176	2195205	70	27.45	0.25161	23570.74242
811176	2195205	72	27.44	0.25161	23575.95513
811176	2195205	74	27.43	0.28825	20205.65025
811176	2195205	76	27.42	0.28825	20210.12075
811176	2195205	78	27.41	0.28825	20214.59322
811176	2195205	80	27.4	0.28825	20219.06768
811176	2195205	82	27.39	0.28825	20223.54411
811176	2195205	84	27.38	0.38331	14631.65292
811176	2195205	86	27.37	0.38331	14634.89376
811176	2195205	88	27.36	0.38331	14638.13603
811176	2195205	90	27.35	0.38331	14641.37974
811175	2195204	2	27.79	0.31472	18141.37315
811175	2195204	4	27.78	0.31472	18145.3552
811175	2195204	6	27.77	0.31472	18149.33901
811175	2195204	8	27.76	0.31472	18153.32457
811175	2195204	10	27.75	0.22836	26142.78814
811175	2195204	12	27.74	0.22836	26148.53157
811175	2195204	14	27.73	0.22836	26154.27752
811175	2195204	16	27.72	0.22836	26160.02599
811175	2195204	18	27.71	0.22836	26165.77699
811175	2195204	20	27.7	0.2255	26549.05052
811175	2195204	22	27.69	0.2255	26554.88961
811175	2195204	24	27.68	0.2255	26560.73127
811175	2195204	26	27.67	0.2255	26566.5755
811175	2195204	28	27.66	0.2264	26452.41804
811175	2195204	30	27.65	0.2264	26458.241
811175	2195204	32	27.64	0.2264	26464.06653
811175	2195204	34	27.63	0.2264	26469.89462
811175	2195204	36	27.62	0.2264	26475.72527
811175	2195204	38	27.61	0.22521	26640.62414
811175	2195204	40	27.6	0.22521	26646.49499
811175	2195204	42	27.59	0.22521	26652.36843
811175	2195204	44	27.58	0.22521	26658.24446
811175	2195204	46	27.57	0.22749	26360.65052
811175	2195204	48	27.56	0.22749	26366.4648
811175	2195204	50	27.55	0.22749	26372.28164
811175	2195204	52	27.54	0.22749	26378.10105
811175	2195204	54	27.53	0.22749	26383.92303
811175	2195204	56	27.52	0.23489	25447.0394
811175	2195204	58	27.51	0.23489	25452.65836
811175	2195204	60	27.5	0.23489	25458.27981
811175	2195204	62	27.49	0.23489	25463.90374
811175	2195204	64	27.48	0.23489	25469.53015
811175	2195204	66	27.47	0.25161	23560.3239
811175	2195204	68	27.46	0.25161	23565.53201
811175	2195204	70	27.45	0.25161	23570.74242
811175	2195204	72	27.44	0.25161	23575.95513
811175	2195204	74	27.43	0.28825	20205.65025
811175	2195204	76	27.42	0.28825	20210.12075
811175	2195204	78	27.41	0.28825	20214.59322
811175	2195204	80	27.4	0.28825	20219.06768
811175	2195204	82	27.39	0.28825	20223.54411
811175	2195204	84	27.38	0.38331	14631.65292
811175	2195204	86	27.37	0.38331	14634.89376
811175	2195204	88	27.36	0.38331	14638.13603
811175	2195204	90	27.35	0.38331	14641.37974
811173	2195203	0	27.8	0.31472	18137.39284
811173	2195203	2	27.79	0.31472	18141.37315
811173	2195203	4	27.78	0.31472	18145.3552
811173	2195203	6	27.77	0.31472	18149.33901
811173	2195203	8	27.76	0.31472	18153.32457
811173	2195203	10	27.75	0.22836	26142.78814
811173	2195203	12	27.74	0.22836	26148.53157
811173	2195203	14	27.73	0.22836	26154.27752
811173	2195203	16	27.72	0.22836	26160.02599
811173	2195203	18	27.71	0.22836	26165.77699
811173	2195203	20	27.7	0.2255	26549.05052
811173	2195203	22	27.69	0.2255	26554.88961
811173	2195203	24	27.68	0.2255	26560.73127
811173	2195203	26	27.67	0.2255	26566.5755
811173	2195203	28	27.66	0.2264	26452.41804
811173	2195203	30	27.65	0.2264	26458.241
811173	2195203	32	27.64	0.2264	26464.06653
811173	2195203	34	27.63	0.2264	26469.89462
811173	2195203	36	27.62	0.2264	26475.72527
811173	2195203	38	27.61	0.22521	26640.62414
811173	2195203	40	27.6	0.22521	26646.49499
811173	2195203	42	27.59	0.22521	26652.36843
811173	2195203	44	27.58	0.22521	26658.24446
811173	2195203	46	27.57	0.22749	26360.65052
811173	2195203	48	27.56	0.22749	26366.4648
811173	2195203	50	27.55	0.22749	26372.28164
811173	2195203	52	27.54	0.22749	26378.10105
811173	2195203	54	27.53	0.22749	26383.92303
811173	2195203	56	27.52	0.23489	25447.0394
811173	2195203	58	27.51	0.23489	25452.65836
811173	2195203	60	27.5	0.23489	25458.27981
811173	2195203	62	27.49	0.23489	25463.90374
811173	2195203	64	27.48	0.23489	25469.53015
811173	2195203	66	27.47	0.25161	23560.3239
811173	2195203	68	27.46	0.25161	23565.53201
811173	2195203	70	27.45	0.25161	23570.74242
811173	2195203	72	27.44	0.25161	23575.95513
811173	2195203	74	27.43	0.28825	20205.65025
811173	2195203	76	27.42	0.28825	20210.12075
811173	2195203	78	27.41	0.28825	20214.59322
811173	2195203	80	27.4	0.28825	20219.06768
811173	2195203	82	27.39	0.28825	20223.54411
811173	2195203	84	27.38	0.38331	14631.65292
811173	2195203	86	27.37	0.38331	14634.89376
811173	2195203	88	27.36	0.38331	14638.13603
811173	2195203	90	27.35	0.38331	14641.37974
811172	2195201	0	27.8	0.21185	28438.78776
811172	2195201	2	27.79	0.21185	28445.02875
811172	2195201	4	27.78	0.21185	28451.27248
811172	2195201	6	27.77	0.21185	28457.51894
811172	2195201	8	27.76	0.21185	28463.76816
811172	2195201	10	27.75	0.2263	26413.3837
811172	2195201	12	27.74	0.2263	26419.18657
811172	2195201	14	27.73	0.2263	26424.99199
811172	2195201	16	27.72	0.2263	26430.79997
811172	2195201	18	27.71	0.2263	26436.6105
811172	2195201	20	27.7	0.21869	27490.50101
811172	2195201	22	27.69	0.21869	27496.54716
811172	2195201	24	27.68	0.21869	27502.59597
811172	2195201	26	27.67	0.21869	27508.64744
811172	2195201	28	27.66	0.21516	28028.24665
811172	2195201	30	27.65	0.21516	28034.4165
811172	2195201	32	27.64	0.21516	28040.58907
811172	2195201	34	27.63	0.21516	28046.76435
811172	2195201	36	27.62	0.21516	28052.94235
811172	2195201	38	27.61	0.21327	28341.86169
811172	2195201	40	27.6	0.21327	28348.10745
811172	2195201	42	27.59	0.21327	28354.35596
811172	2195201	44	27.58	0.21327	28360.60723
811172	2195201	46	27.57	0.21604	27953.91553
811172	2195201	48	27.56	0.21604	27960.08123
811172	2195201	50	27.55	0.21604	27966.24965
811172	2195201	52	27.54	0.21604	27972.42079
811172	2195201	54	27.53	0.21604	27978.59466
811172	2195201	56	27.52	0.22539	26669.33157
811172	2195201	58	27.51	0.22539	26675.22042
811172	2195201	60	27.5	0.22539	26681.11188
811172	2195201	62	27.49	0.22539	26687.00595
811172	2195201	64	27.48	0.22539	26692.90261
811172	2195201	66	27.47	0.2444	24351.72749
811172	2195201	68	27.46	0.2444	24357.11054
811172	2195201	70	27.45	0.2444	24362.49597
811172	2195201	72	27.44	0.2444	24367.88378
811172	2195201	74	27.43	0.28564	20415.58359
811172	2195201	76	27.42	0.28564	20420.10054
811172	2195201	78	27.41	0.28564	20424.61948
811172	2195201	80	27.4	0.28564	20429.14042
811172	2195201	82	27.39	0.28564	20433.66337
811172	2195201	84	27.38	0.38331	14631.65292
811172	2195201	86	27.37	0.38331	14634.89376
811172	2195201	88	27.36	0.38331	14638.13603
811172	2195201	90	27.35	0.38331	14641.37974
811170	2195200	0	27.8	0.21185	28438.78776
811170	2195200	2	27.79	0.21185	28445.02875
811170	2195200	4	27.78	0.21185	28451.27248
811170	2195200	6	27.77	0.21185	28457.51894
811170	2195200	8	27.76	0.21185	28463.76816
811170	2195200	10	27.75	0.2263	26413.3837
811170	2195200	12	27.74	0.2263	26419.18657
811170	2195200	14	27.73	0.2263	26424.99199
811170	2195200	16	27.72	0.2263	26430.79997
811170	2195200	18	27.71	0.2263	26436.6105
811170	2195200	20	27.7	0.21869	27490.50101
811170	2195200	22	27.69	0.21869	27496.54716
811170	2195200	24	27.68	0.21869	27502.59597
811170	2195200	26	27.67	0.21869	27508.64744
811170	2195200	28	27.66	0.21516	28028.24665
811170	2195200	30	27.65	0.21516	28034.4165
811170	2195200	32	27.64	0.21516	28040.58907
811170	2195200	34	27.63	0.21516	28046.76435
811170	2195200	36	27.62	0.21516	28052.94235
811170	2195200	38	27.61	0.21327	28341.86169
811170	2195200	40	27.6	0.21327	28348.10745
811170	2195200	42	27.59	0.21327	28354.35596
811170	2195200	44	27.58	0.21327	28360.60723
811170	2195200	46	27.57	0.21604	27953.91553
811170	2195200	48	27.56	0.21604	27960.08123
811170	2195200	50	27.55	0.21604	27966.24965
811170	2195200	52	27.54	0.21604	27972.42079
811170	2195200	54	27.53	0.21604	27978.59466
811170	2195200	56	27.52	0.22539	26669.33157
811170	2195200	58	27.51	0.22539	26675.22042
811170	2195200	60	27.5	0.22539	26681.11188
811170	2195200	62	27.49	0.22539	26687.00595
811170	2195200	64	27.48	0.22539	26692.90261
811170	2195200	66	27.47	0.2444	24351.72749
811170	2195200	68	27.46	0.2444	24357.11054
811170	2195200	70	27.45	0.2444	24362.49597
811170	2195200	72	27.44	0.2444	24367.88378
811170	2195200	74	27.43	0.28564	20415.58359
811170	2195200	76	27.42	0.28564	20420.10054
811170	2195200	78	27.41	0.28564	20424.61948
811170	2195200	80	27.4	0.28564	20429.14042
811170	2195200	82	27.39	0.28564	20433.66337
811170	2195200	84	27.38	0.38331	14631.65292
811170	2195200	86	27.37	0.38331	14634.89376
811170	2195200	88	27.36	0.38331	14638.13603
811170	2195200	90	27.35	0.38331	14641.37974
811169	2195199	0	27.8	0.21185	28438.78776
811169	2195199	2	27.79	0.21185	28445.02875
811169	2195199	4	27.78	0.21185	28451.27248
811169	2195199	6	27.77	0.21185	28457.51894
811169	2195199	8	27.76	0.21185	28463.76816
811169	2195199	10	27.75	0.2263	26413.3837
811169	2195199	12	27.74	0.2263	26419.18657
811169	2195199	14	27.73	0.2263	26424.99199
811169	2195199	16	27.72	0.2263	26430.79997
811169	2195199	18	27.71	0.2263	26436.6105
811169	2195199	20	27.7	0.21869	27490.50101
811169	2195199	22	27.69	0.21869	27496.54716
811169	2195199	24	27.68	0.21869	27502.59597
811169	2195199	26	27.67	0.21869	27508.64744
811169	2195199	28	27.66	0.21516	28028.24665
811169	2195199	30	27.65	0.21516	28034.4165
811169	2195199	32	27.64	0.21516	28040.58907
811169	2195199	34	27.63	0.21516	28046.76435
811169	2195199	36	27.62	0.21516	28052.94235
811169	2195199	38	27.61	0.21327	28341.86169
811169	2195199	40	27.6	0.21327	28348.10745
811169	2195199	42	27.59	0.21327	28354.35596
811169	2195199	44	27.58	0.21327	28360.60723
811169	2195199	46	27.57	0.21604	27953.91553
811169	2195199	48	27.56	0.21604	27960.08123
811169	2195199	50	27.55	0.21604	27966.24965
811169	2195199	52	27.54	0.21604	27972.42079
811169	2195199	54	27.53	0.21604	27978.59466
811169	2195199	56	27.52	0.22539	26669.33157
811169	2195199	58	27.51	0.22539	26675.22042
811169	2195199	60	27.5	0.22539	26681.11188
811169	2195199	62	27.49	0.22539	26687.00595
811169	2195199	64	27.48	0.22539	26692.90261
811169	2195199	66	27.47	0.2444	24351.72749
811169	2195199	68	27.46	0.2444	24357.11054
811169	2195199	70	27.45	0.2444	24362.49597
811169	2195199	72	27.44	0.2444	24367.88378
811169	2195199	74	27.43	0.28564	20415.58359
811169	2195199	76	27.42	0.28564	20420.10054
811169	2195199	78	27.41	0.28564	20424.61948
811169	2195199	80	27.4	0.28564	20429.14042
811169	2195199	82	27.39	0.28564	20433.66337
811169	2195199	84	27.38	0.38331	14631.65292
811169	2195199	86	27.37	0.38331	14634.89376
811169	2195199	88	27.36	0.38331	14638.13603
811169	2195199	90	27.35	0.38331	14641.37974
811167	2195197	0	27.8	0.21185	28438.78776
811167	2195197	2	27.79	0.21185	28445.02875
811167	2195197	4	27.78	0.21185	28451.27248
811167	2195197	6	27.77	0.21185	28457.51894
811167	2195197	8	27.76	0.21185	28463.76816
811167	2195197	10	27.75	0.2263	26413.3837
811167	2195197	12	27.74	0.2263	26419.18657
811167	2195197	14	27.73	0.2263	26424.99199
811167	2195197	16	27.72	0.2263	26430.79997
811167	2195197	18	27.71	0.2263	26436.6105
811167	2195197	20	27.7	0.21869	27490.50101
811167	2195197	22	27.69	0.21869	27496.54716
811167	2195197	24	27.68	0.21869	27502.59597
811167	2195197	26	27.67	0.21869	27508.64744
811167	2195197	28	27.66	0.21516	28028.24665
811167	2195197	30	27.65	0.21516	28034.4165
811167	2195197	32	27.64	0.21516	28040.58907
811167	2195197	34	27.63	0.21516	28046.76435
811167	2195197	36	27.62	0.21516	28052.94235
811167	2195197	38	27.61	0.21327	28341.86169
811167	2195197	40	27.6	0.21327	28348.10745
811167	2195197	42	27.59	0.21327	28354.35596
811167	2195197	44	27.58	0.21327	28360.60723
811167	2195197	46	27.57	0.21604	27953.91553
811167	2195197	48	27.56	0.21604	27960.08123
811167	2195197	50	27.55	0.21604	27966.24965
811167	2195197	52	27.54	0.21604	27972.42079
811167	2195197	54	27.53	0.21604	27978.59466
811167	2195197	56	27.52	0.22539	26669.33157
811167	2195197	58	27.51	0.22539	26675.22042
811167	2195197	60	27.5	0.22539	26681.11188
811167	2195197	62	27.49	0.22539	26687.00595
811167	2195197	64	27.48	0.22539	26692.90261
811167	2195197	66	27.47	0.2444	24351.72749
811167	2195197	68	27.46	0.2444	24357.11054
811167	2195197	70	27.45	0.2444	24362.49597
811167	2195197	72	27.44	0.2444	24367.88378
811167	2195197	74	27.43	0.28564	20415.58359
811167	2195197	76	27.42	0.28564	20420.10054
811167	2195197	78	27.41	0.28564	20424.61948
811167	2195197	80	27.4	0.28564	20429.14042
811167	2195197	82	27.39	0.28564	20433.66337
811167	2195197	84	27.38	0.38331	14631.65292
811167	2195197	86	27.37	0.38331	14634.89376
811167	2195197	88	27.36	0.38331	14638.13603
811167	2195197	90	27.35	0.38331	14641.37974
811166	2195196	2	27.79	0.21185	28445.02875
811166	2195196	4	27.78	0.21185	28451.27248
811166	2195196	6	27.77	0.21185	28457.51894
811166	2195196	8	27.76	0.21185	28463.76816
811166	2195196	10	27.75	0.2263	26413.3837
811166	2195196	12	27.74	0.2263	26419.18657
811166	2195196	14	27.73	0.2263	26424.99199
811166	2195196	16	27.72	0.2263	26430.79997
811166	2195196	18	27.71	0.2263	26436.6105
811166	2195196	20	27.7	0.21869	27490.50101
811166	2195196	22	27.69	0.21869	27496.54716
811166	2195196	24	27.68	0.21869	27502.59597
811166	2195196	26	27.67	0.21869	27508.64744
811166	2195196	28	27.66	0.21516	28028.24665
811166	2195196	30	27.65	0.21516	28034.4165
811166	2195196	32	27.64	0.21516	28040.58907
811166	2195196	34	27.63	0.21516	28046.76435
811166	2195196	36	27.62	0.21516	28052.94235
811166	2195196	38	27.61	0.21327	28341.86169
811166	2195196	40	27.6	0.21327	28348.10745
811166	2195196	42	27.59	0.21327	28354.35596
811166	2195196	44	27.58	0.21327	28360.60723
811166	2195196	46	27.57	0.21604	27953.91553
811166	2195196	48	27.56	0.21604	27960.08123
811166	2195196	50	27.55	0.21604	27966.24965
811166	2195196	52	27.54	0.21604	27972.42079
811166	2195196	54	27.53	0.21604	27978.59466
811166	2195196	56	27.52	0.22539	26669.33157
811166	2195196	58	27.51	0.22539	26675.22042
811166	2195196	60	27.5	0.22539	26681.11188
811166	2195196	62	27.49	0.22539	26687.00595
811166	2195196	64	27.48	0.22539	26692.90261
811166	2195196	66	27.47	0.2444	24351.72749
811166	2195196	68	27.46	0.2444	24357.11054
811166	2195196	70	27.45	0.2444	24362.49597
811166	2195196	72	27.44	0.2444	24367.88378
811166	2195196	74	27.43	0.28564	20415.58359
811166	2195196	76	27.42	0.28564	20420.10054
811166	2195196	78	27.41	0.28564	20424.61948
811166	2195196	80	27.4	0.28564	20429.14042
811166	2195196	82	27.39	0.28564	20433.66337
811166	2195196	84	27.38	0.38331	14631.65292
811166	2195196	86	27.37	0.38331	14634.89376
811166	2195196	88	27.36	0.38331	14638.13603
811166	2195196	90	27.35	0.38331	14641.37974
811165	2195194	2	27.79	0.16	39132.60391
811165	2195194	4	27.78	0.16	39141.19358
811165	2195194	6	27.77	0.16	39149.78702
811165	2195194	8	27.76	0.16	39158.38423
811165	2195194	10	27.75	0.18379	33458.68742
811165	2195194	12	27.74	0.18379	33466.0381
811165	2195194	14	27.73	0.18379	33473.39202
811165	2195194	16	27.72	0.18379	33480.74917
811165	2195194	18	27.71	0.18379	33488.10955
811165	2195194	20	27.7	0.20031	30374.41963
811165	2195194	22	27.69	0.20031	30381.10006
811165	2195194	24	27.68	0.20031	30387.78343
811165	2195194	26	27.67	0.20031	30394.46973
811165	2195194	28	27.66	0.20363	29838.53472
811165	2195194	30	27.65	0.20363	29845.10307
811165	2195194	32	27.64	0.20363	29851.67431
811165	2195194	34	27.63	0.20363	29858.24844
811165	2195194	36	27.62	0.20363	29864.82547
811165	2195194	38	27.61	0.20523	29606.90843
811165	2195194	40	27.6	0.20523	29613.43297
811165	2195194	42	27.59	0.20523	29619.96039
811165	2195194	44	27.58	0.20523	29626.49068
811165	2195194	46	27.57	0.20959	28933.52166
811165	2195194	48	27.56	0.20959	28939.90343
811165	2195194	50	27.55	0.20959	28946.28802
811165	2195194	52	27.54	0.20959	28952.67542
811165	2195194	54	27.53	0.20959	28959.06564
811165	2195194	56	27.52	0.22133	27225.94694
811165	2195194	58	27.51	0.22133	27231.95871
811165	2195194	60	27.5	0.22133	27237.97313
811165	2195194	62	27.49	0.22133	27243.99021
811165	2195194	64	27.48	0.22133	27250.00994
811165	2195194	66	27.47	0.24261	24555.99974
811165	2195194	68	27.46	0.24261	24561.42795
811165	2195194	70	27.45	0.24261	24566.85856
811165	2195194	72	27.44	0.24261	24572.29157
811165	2195194	74	27.43	0.2897	20090.76581
811165	2195194	76	27.42	0.2897	20095.21089
811165	2195194	78	27.41	0.2897	20099.65793
811165	2195194	80	27.4	0.2897	20104.10695
811165	2195194	82	27.39	0.2897	20108.55793
811165	2195194	84	27.38	0.38331	14631.65292
811165	2195194	86	27.37	0.38331	14634.89376
811165	2195194	88	27.36	0.38331	14638.13603
811165	2195194	90	27.35	0.38331	14641.37974
811163	2195193	2	27.79	0.16	39132.60391
811163	2195193	4	27.78	0.16	39141.19358
811163	2195193	6	27.77	0.16	39149.78702
811163	2195193	8	27.76	0.16	39158.38423
811163	2195193	10	27.75	0.18379	33458.68742
811163	2195193	12	27.74	0.18379	33466.0381
811163	2195193	14	27.73	0.18379	33473.39202
811163	2195193	16	27.72	0.18379	33480.74917
811163	2195193	18	27.71	0.18379	33488.10955
811163	2195193	20	27.7	0.20031	30374.41963
811163	2195193	22	27.69	0.20031	30381.10006
811163	2195193	24	27.68	0.20031	30387.78343
811163	2195193	26	27.67	0.20031	30394.46973
811163	2195193	28	27.66	0.20363	29838.53472
811163	2195193	30	27.65	0.20363	29845.10307
811163	2195193	32	27.64	0.20363	29851.67431
811163	2195193	34	27.63	0.20363	29858.24844
811163	2195193	36	27.62	0.20363	29864.82547
811163	2195193	38	27.61	0.20523	29606.90843
811163	2195193	40	27.6	0.20523	29613.43297
811163	2195193	42	27.59	0.20523	29619.96039
811163	2195193	44	27.58	0.20523	29626.49068
811163	2195193	46	27.57	0.20959	28933.52166
811163	2195193	48	27.56	0.20959	28939.90343
811163	2195193	50	27.55	0.20959	28946.28802
811163	2195193	52	27.54	0.20959	28952.67542
811163	2195193	54	27.53	0.20959	28959.06564
811163	2195193	56	27.52	0.22133	27225.94694
811163	2195193	58	27.51	0.22133	27231.95871
811163	2195193	60	27.5	0.22133	27237.97313
811163	2195193	62	27.49	0.22133	27243.99021
811163	2195193	64	27.48	0.22133	27250.00994
811163	2195193	66	27.47	0.24261	24555.99974
811163	2195193	68	27.46	0.24261	24561.42795
811163	2195193	70	27.45	0.24261	24566.85856
811163	2195193	72	27.44	0.24261	24572.29157
811163	2195193	74	27.43	0.2897	20090.76581
811163	2195193	76	27.42	0.2897	20095.21089
811163	2195193	78	27.41	0.2897	20099.65793
811163	2195193	80	27.4	0.2897	20104.10695
811163	2195193	82	27.39	0.2897	20108.55793
811163	2195193	84	27.38	0.38331	14631.65292
811163	2195193	86	27.37	0.38331	14634.89376
811163	2195193	88	27.36	0.38331	14638.13603
811163	2195193	90	27.35	0.38331	14641.37974
811162	2195192	2	27.79	0.16	39132.60391
811162	2195192	4	27.78	0.16	39141.19358
811162	2195192	6	27.77	0.16	39149.78702
811162	2195192	8	27.76	0.16	39158.38423
811162	2195192	10	27.75	0.18379	33458.68742
811162	2195192	12	27.74	0.18379	33466.0381
811162	2195192	14	27.73	0.18379	33473.39202
811162	2195192	16	27.72	0.18379	33480.74917
811162	2195192	18	27.71	0.18379	33488.10955
811162	2195192	20	27.7	0.20031	30374.41963
811162	2195192	22	27.69	0.20031	30381.10006
811162	2195192	24	27.68	0.20031	30387.78343
811162	2195192	26	27.67	0.20031	30394.46973
811162	2195192	28	27.66	0.20363	29838.53472
811162	2195192	30	27.65	0.20363	29845.10307
811162	2195192	32	27.64	0.20363	29851.67431
811162	2195192	34	27.63	0.20363	29858.24844
811162	2195192	36	27.62	0.20363	29864.82547
811162	2195192	38	27.61	0.20523	29606.90843
811162	2195192	40	27.6	0.20523	29613.43297
811162	2195192	42	27.59	0.20523	29619.96039
811162	2195192	44	27.58	0.20523	29626.49068
811162	2195192	46	27.57	0.20959	28933.52166
811162	2195192	48	27.56	0.20959	28939.90343
811162	2195192	50	27.55	0.20959	28946.28802
811162	2195192	52	27.54	0.20959	28952.67542
811162	2195192	54	27.53	0.20959	28959.06564
811162	2195192	56	27.52	0.22133	27225.94694
811162	2195192	58	27.51	0.22133	27231.95871
811162	2195192	60	27.5	0.22133	27237.97313
811162	2195192	62	27.49	0.22133	27243.99021
811162	2195192	64	27.48	0.22133	27250.00994
811162	2195192	66	27.47	0.24261	24555.99974
811162	2195192	68	27.46	0.24261	24561.42795
811162	2195192	70	27.45	0.24261	24566.85856
811162	2195192	72	27.44	0.24261	24572.29157
811162	2195192	74	27.43	0.2897	20090.76581
811162	2195192	76	27.42	0.2897	20095.21089
811162	2195192	78	27.41	0.2897	20099.65793
811162	2195192	80	27.4	0.2897	20104.10695
811162	2195192	82	27.39	0.2897	20108.55793
811162	2195192	84	27.38	0.38331	14631.65292
811162	2195192	86	27.37	0.38331	14634.89376
811162	2195192	88	27.36	0.38331	14638.13603
811162	2195192	90	27.35	0.38331	14641.37974
811160	2195190	2	27.79	0.16	39132.60391
811160	2195190	4	27.78	0.16	39141.19358
811160	2195190	6	27.77	0.16	39149.78702
811160	2195190	8	27.76	0.16	39158.38423
811160	2195190	10	27.75	0.18379	33458.68742
811160	2195190	12	27.74	0.18379	33466.0381
811160	2195190	14	27.73	0.18379	33473.39202
811160	2195190	16	27.72	0.18379	33480.74917
811160	2195190	18	27.71	0.18379	33488.10955
811160	2195190	20	27.7	0.20031	30374.41963
811160	2195190	22	27.69	0.20031	30381.10006
811160	2195190	24	27.68	0.20031	30387.78343
811160	2195190	26	27.67	0.20031	30394.46973
811160	2195190	28	27.66	0.20363	29838.53472
811160	2195190	30	27.65	0.20363	29845.10307
811160	2195190	32	27.64	0.20363	29851.67431
811160	2195190	34	27.63	0.20363	29858.24844
811160	2195190	36	27.62	0.20363	29864.82547
811160	2195190	38	27.61	0.20523	29606.90843
811160	2195190	40	27.6	0.20523	29613.43297
811160	2195190	42	27.59	0.20523	29619.96039
811160	2195190	44	27.58	0.20523	29626.49068
811160	2195190	46	27.57	0.20523	29633.02385
811160	2195190	48	27.56	0.20959	28939.90343
811160	2195190	50	27.55	0.20959	28946.28802
811160	2195190	52	27.54	0.20959	28952.67542
811160	2195190	54	27.53	0.20959	28959.06564
811160	2195190	56	27.52	0.22133	27225.94694
811160	2195190	58	27.51	0.22133	27231.95871
811160	2195190	60	27.5	0.22133	27237.97313
811160	2195190	62	27.49	0.22133	27243.99021
811160	2195190	64	27.48	0.22133	27250.00994
811160	2195190	66	27.47	0.24261	24555.99974
811160	2195190	68	27.46	0.24261	24561.42795
811160	2195190	70	27.45	0.24261	24566.85856
811160	2195190	72	27.44	0.24261	24572.29157
811160	2195190	74	27.43	0.2897	20090.76581
811160	2195190	76	27.42	0.2897	20095.21089
811160	2195190	78	27.41	0.2897	20099.65793
811160	2195190	80	27.4	0.2897	20104.10695
811160	2195190	82	27.39	0.2897	20108.55793
811160	2195190	84	27.38	0.38331	14631.65292
811160	2195190	86	27.37	0.38331	14634.89376
811160	2195190	88	27.36	0.38331	14638.13603
811160	2195190	90	27.35	0.38331	14641.37974
811159	2195189	0	27.8	0.16	39124.01802
811159	2195189	2	27.79	0.16	39132.60391
811159	2195189	4	27.78	0.16	39141.19358
811159	2195189	6	27.77	0.16	39149.78702
811159	2195189	8	27.76	0.16	39158.38423
811159	2195189	10	27.75	0.18379	33458.68742
811159	2195189	12	27.74	0.18379	33466.0381
811159	2195189	14	27.73	0.18379	33473.39202
811159	2195189	16	27.72	0.18379	33480.74917
